L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,6.0,9.0,2304,ln_pr_normalized,0.2921768287424555,0.00308569134890094,0.004584914466053234,0.00013695486137815048,0.4371211853611,0.00018243772406222,300
9,7,2,0.7777777777777778,6.0,10.0,2304,ln_pr_normalized,0.2739579274025417,0.0032762078562245324,0.004074103592345366,0.00017917943715793638,0.4356805639454566,0.0002021894315676373,300
9,7,2,0.7777777777777778,6.0,11.0,2304,ln_pr_normalized,0.2520880078291717,0.0030291680988140126,0.003335260151641733,8.898316705635058e-05,0.4342810018502733,0.00020233095986741328,300
9,7,2,0.7777777777777778,6.0,12.0,2304,ln_pr_normalized,0.23667519796548675,0.0031987225105247204,0.0029901508543464664,8.46757449663516e-05,0.43254274407841337,0.00020260008146220953,300
9,7,2,0.7777777777777778,6.0,13.0,2304,ln_pr_normalized,0.21906776102298436,0.003285817778147845,0.0026388210957480666,8.774746999811135e-05,0.43131706658512997,0.0001966533893651502,300
9,7,2,0.7777777777777778,6.0,14.0,2304,ln_pr_normalized,0.20626492051081333,0.003149798546903905,0.002346721351733143,6.153083335255092e-05,0.4299128682077666,0.00018496730310733344,300
9,7,2,0.7777777777777778,6.0,15.0,2304,ln_pr_normalized,0.19513887840177796,0.003259724597030791,0.0021824037000369636,6.782818600006052e-05,0.42921781149064997,0.00022599802862087012,300
9,7,2,0.7777777777777778,7.0,1.0,2304,ln_pr_normalized,0.7298543575912159,0.000568746391599934,0.12384454345562332,0.0005320591634948377,0.44338762567147344,4.0901958212199315e-06,300
9,7,2,0.7777777777777778,7.0,2.0,2304,ln_pr_normalized,0.6488985818385121,0.002454923965086044,0.069399767227768,0.001219925485783731,0.4430539402141199,1.8581731110691817e-05,300
9,7,2,0.7777777777777778,7.0,3.0,2304,ln_pr_normalized,0.5329966274477296,0.00418654781351205,0.031313935276262334,0.0010064906169119558,0.44408708056852664,4.201417527415193e-05,300
9,7,2,0.7777777777777778,7.0,4.0,2304,ln_pr_normalized,0.4319298658092176,0.004406779933027253,0.015017046342589966,0.0006981182415405385,0.4449709209870567,3.9030792878955495e-05,300
9,7,2,0.7777777777777778,7.0,5.0,2304,ln_pr_normalized,0.36818833728457756,0.004115219389837199,0.0090302962435869,0.0004515080611224272,0.44499551193166337,5.806076877963179e-05,300
9,7,2,0.7777777777777778,7.0,6.0,2304,ln_pr_normalized,0.3260801393476283,0.00399347899925521,0.006459040991303333,0.00030356617642517353,0.4443600256515766,8.504885100703989e-05,300
9,7,2,0.7777777777777778,7.0,7.0,2304,ln_pr_normalized,0.29261919229712513,0.003640280755760915,0.004813626399794933,0.0001906772705792226,0.4431050205410733,0.00012998586715399905,300
9,7,2,0.7777777777777778,7.0,8.0,2304,ln_pr_normalized,0.2742331815143995,0.003322651070742015,0.004065186965104167,0.00014006938366307908,0.44148205569694,0.0001578197263383143,300
9,7,2,0.7777777777777778,7.0,9.0,2304,ln_pr_normalized,0.26102463083490446,0.003057125570891736,0.0035967342160314994,0.0001074507015170692,0.43989408913865663,0.00017987169762682782,300
9,7,2,0.7777777777777778,7.0,10.0,2304,ln_pr_normalized,0.24280491444844163,0.0027880528879264247,0.0030846585469013334,9.196705961433541e-05,0.43820106308875334,0.0001986321382484319,300
